date,China,Japan,United States of America,South Korea,Germany,United Kingdom,France,Russia,
2019/6/28,655533.22,,,,,,,,
2019/6/29,595738.35,,,,,,,,
2019/6/30,406891.61,,,,,,,,
2019/7/1,495626.94,,,,,,,,
2019/7/2,298564.44,,,,,,,,
2019/7/3,191377.5,,,,,,,,
2019/7/4,183378.22,,,,,,,,
2019/7/5,157235.86,,,,,,,,
2019/7/6,162382.71,,,,,,,,
2019/7/7,141601.79,,,,,,,,
2019/7/8,155797.78,,,,,,,,
2019/7/9,2034261.73,,,,,,,,
2019/7/10,1486644.85,,,,,,,,
2019/7/11,1320474.96,,,,,,,,
2019/7/12,1468259.4,,,,,,,,
2019/7/13,553501.88,,,,,,,,
2019/7/14,483889.5,,,,,,,,
2019/7/15,417653.24,,,,,,,,
2019/7/16,339103.53,,,,,,,,
2019/7/17,299564.88,,,,,,,,
2019/7/18,309436.54,,,,,,,,
2019/7/19,235486.2,,,,,,,,
2019/7/20,219350.55,,,,,,,,
2019/7/21,179200.51,,,,,,,,
2019/7/22,803237.93,,,,,,,,
2019/7/23,823307.37,,,,,,,,
2019/7/24,660528.69,,,,,,,,
2019/7/25,874001.19,,,,,,,,
2019/7/26,840521.07,,,,,,,,
2019/7/27,630228.9,,,,,,,,
2019/7/28,519918.79,,,,,,,,
2019/7/29,324611.22,,,,,,,,
2019/7/30,323734.49,,,,,,,,
2019/7/31,393334.66,,,,,,,,
2019/8/1,551014.67,,,,,,,,
2019/8/2,269261.77,,,,,,,,
2019/8/3,244271.31,,,,,,,,
2019/8/4,208817.15,,,,,,,,
2019/8/5,227846.68,,,,,,,,
2019/8/6,152418.68,,,,,,,,
2019/8/7,458299.12,,,,,,,,
2019/8/8,914471.77,,,,,,,,
2019/8/9,882586.43,,,,,,,,
2019/8/10,465998.11,,,,,,,,
2019/8/11,262495.57,,,,,,,,
2019/8/12,186080.03,,,,,,,,
2019/8/13,181024.83,,,,,,,,
2019/8/14,128737.53,,,,,,,,
2019/8/15,144439.48,,,,,,,,
2019/8/16,108650.46,,,,,,,,
2019/8/17,135083.14,,,,,,,,
2019/8/18,111896.74,,,,,,,,
2019/8/19,122211.56,,,,,,,,
2019/8/20,121133.25,,,,,,,,
2019/8/21,250510.87,,,,,,,,
2019/8/22,426860.38,,,,,,,,
2019/8/23,281839.08,,,,,,,,
2019/8/24,229893.14,,,,,,,,
2019/8/25,175871.59,,,,,,,,
2019/8/26,157674.89,,,,,,,,
2019/8/27,4098094.06,,,,,,,,
2019/8/28,1975261.2,,,,,,,,
2019/8/29,1897083.04,,,,,,,,
2019/8/30,713984.73,,,,,,,,
2019/8/31,550402.02,,,,,,,,
2019/9/1,608546.1,,,,,,,,
2019/9/2,431192.08,,,,,,,,
2019/9/3,274581,,,,,,,,
2019/9/4,276172.35,,,,,,,,
2019/9/5,449592.26,,,,,,,,
2019/9/6,256925.82,,,,,,,,
2019/9/7,179777.97,,,,,,,,
2019/9/8,176332.42,,,,,,,,
2019/9/9,147664.62,,,,,,,,
2019/9/10,2669221.49,,,,,,,,
2019/9/11,2027702.07,,,,,,,,
2019/9/12,1047709.5,,,,,,,,
2019/9/13,559263.36,,,,,,,,
2019/9/14,310577.78,,,,,,,,
2019/9/15,214288.43,,,,,,,,
2019/9/16,144035.4,,,,,,,,
2019/9/17,126103.7,,,,,,,,
2019/9/18,173974.3,,,,,,,,
2019/9/19,383849.68,,,,,,,,
2019/9/20,185179.23,,,,,,,,
2019/9/21,175777.23,,,,,,,,
2019/9/22,139112.25,,,,,,,,
2019/9/23,128810.33,,,,,,,,
2019/9/24,115147.38,,,,,,,,
2019/9/25,85868.93,,,,,,,,
2019/9/26,71647.32,,,,,,,,
2019/9/27,58336.2,,,,,,,,
2019/9/28,68020.9,,,,,,,,
2019/9/29,70633.24,,,,,,,,
2019/9/30,116672.34,,,,,,,,
2019/10/1,1039116.01,,,,,,,,
2019/10/2,783979.5,,,,,,,,
2019/10/3,802297.09,,,,,,,,
2019/10/4,516367.71,,,,,,,,
2019/10/5,215425.88,,,,,,,,
2019/10/6,149584.15,,,,,,,,
2019/10/7,130763.91,,,,,,,,
2019/10/8,103610.66,,,,,,,,
2019/10/9,94996.66,,,,,,,,
2019/10/10,83565.52,,,,,,,,
2019/10/11,65794.85,,,,,,,,
2019/10/12,58594.82,,,,,,,,
2019/10/13,59496.48,,,,,,,,
2019/10/14,49079.28,,,,,,,,
2019/10/15,1230417.01,,,,,,,,
2019/10/16,772228.68,,,,,,,,
2019/10/17,719570.6,,,,,,,,
2019/10/18,425749.45,,,,,,,,
2019/10/19,214276.82,,,,,,,,
2019/10/20,160234.55,,,,,,,,
2019/10/21,112336.95,,,,,,,,
2019/10/22,85041.18,,,,,,,,
2019/10/23,73415.72,,,,,,,,
2019/10/24,80980.7,,,,,,,,
2019/10/25,71749.65,,,,,,,,
2019/10/26,65289.48,,,,,,,,
2019/10/27,66703.91,,,,,,,,
2019/10/28,67483.98,,,,,,,,
2019/10/29,63093.81,,,,,,,,
2019/10/30,274331.72,,,,,,,,
2019/10/31,779203.11,,,,,,,,
2019/11/1,1260774.58,,,,,,,,
2019/11/2,707134.84,,,,,,,,
2019/11/3,447282.12,,,,,,,,
2019/11/4,196808.96,,,,,,,,
2019/11/5,120479.06,,,,,,,,
2019/11/6,107646.23,,,,,,,,
2019/11/7,87085.43,,,,,,,,
2019/11/8,78096.72,,,,,,,,
2019/11/9,73065.42,,,,,,,,
2019/11/10,63477.46,,,,,,,,
2019/11/11,60925.57,,,,,,,,
2019/11/12,77693.36,,,,,,,,
2019/11/13,82964.67,,,,,,,,
2019/11/14,115430.76,,,,,,,,
2019/11/15,94028.56,,,,,,,,
2019/11/16,86637.13,,,,,,,,
2019/11/17,73343.12,,,,,,,,
2019/11/18,75804.8,,,,,,,,
2019/11/19,1533797.04,,,,,,,,
2019/11/20,1111809.08,,,,,,,,
2019/11/21,639496.54,,,,,,,,
2019/11/22,366125.56,,,,,,,,
2019/11/23,236704.73,,,,,,,,
2019/11/24,185291.09,,,,,,,,
2019/11/25,128042.57,,,,,,,,
2019/11/26,129886.89,,,,,,,,
2019/11/27,121146.27,,,,,,,,
2019/11/28,213729.98,,,,,,,,
2019/11/29,136677.37,,,,,,,,
2019/11/30,188876.28,,,,,,,,
2019/12/1,266420.97,,,,,,,,
2019/12/2,191834.88,,,,,,,,
2019/12/3,141112.33,,,,,,,,
2019/12/4,85075.66,,,,,,,,
2019/12/5,60733.01,,,,,,,,
2019/12/6,45116.4,,,,,,,,
2019/12/7,48894.03,,,,,,,,
2019/12/8,46999.6,,,,,,,,
2019/12/9,47498.64,,,,,,,,
2019/12/10,466005.01,,,,,,,,
2019/12/11,405059.95,,,,,,,,
2019/12/12,467085.8,,,,,,,,
2019/12/13,228977.61,,,,,,,,
2019/12/14,127395.16,,,,,,,,
2019/12/15,102183.41,,,,,,,,
2019/12/16,80578.43,,,,,,,,
2019/12/17,63216.19,,,,,,,,
2019/12/18,49969.14,,,,,,,,
2019/12/19,48914.75,,,,,,,,
2019/12/20,77606.9,,,,,,,,
2019/12/21,64141.52,,,,,,,,
2019/12/22,57622.09,,,,,,,,
2019/12/23,81220.31,,,,,,,,
2019/12/24,1880675.63,,,,,,,,
2019/12/25,930831.4,,,,,,,,
2019/12/26,730278.95,,,,,,,,
2019/12/27,273225.88,,,,,,,,
2019/12/28,173020.12,,,,,,,,
2019/12/29,118146.74,,,,,,,,
2019/12/30,78668.11,,,,,,,,
2019/12/31,524427.24,,,,,,,,
2020/1/1,1657302.73,,,,,,,,
2020/1/2,712004.89,,,,,,,,
2020/1/3,606221.66,,,,,,,,
2020/1/4,379198.52,,,,,,,,
2020/1/5,213427.68,,,,,,,,
2020/1/6,164602.58,,,,,,,,
2020/1/7,139471.13,,,,,,,,
2020/1/8,129534.65,,,,,,,,
2020/1/9,159091.83,,,,,,,,
2020/1/10,155522.38,,,,,,,,
2020/1/11,126355.36,,,,,,,,
2020/1/12,164348.48,,,,,,,,
2020/1/13,166004.35,,,,,,,,
2020/1/14,168619.82,,,,,,,,
2020/1/15,187220.08,,,712.41,,,,,
2020/1/16,2629650.28,136950.72,69098.42,117469.14,2388.08,1684.89,1397.62,615.87,
2020/1/17,1534706.64,240991.14,45963.62,143849.76,3716.79,4179.11,2793.94,1119.77,
2020/1/18,895855.88,272480.75,103192.48,162186.03,5608.36,5146.05,3455.5,1382.96,
2020/1/19,639358.6,311416.35,101705.03,177360.86,4573.27,4420.53,3902.27,1723.23,
2020/1/20,473946.67,277438.19,87355.66,169868.99,5699.9,4073.63,3437.85,1699.95,
2020/1/21,296368.3,265391.81,90691.16,178629.89,6177.23,5654.86,4561.84,2032.59,
2020/1/22,282723.04,377065.97,108373.97,208258.56,6957.37,4921.88,4733.78,1840.72,
2020/1/23,322417.79,402802.52,137237.79,247482.38,7159.17,6143.94,5628.29,2224.66,
2020/1/24,402808.71,543220.11,174705.58,278477.48,9325.22,7977.81,6548.57,2468.08,
2020/1/25,350472.83,502486.46,143659.47,271647.72,10051.74,7410.13,5825.37,2493.24,
2020/1/26,296000.4,454907.62,116882.77,241677.41,6795.73,5718.7,5662.01,1722.55,
2020/1/27,224794.65,365618.64,93556.11,207173.91,6948,5618.07,4744.77,1835.62,
2020/1/28,223124.51,382852.64,92892.68,215612.73,6273.5,5518.37,4603.5,1405.27,
2020/1/29,269760.82,353121.05,83488.71,179564.82,6483.38,4437.03,3993.54,1344.14,
2020/1/30,181932.47,217806.74,94969.96,185237.71,6280.25,4762.39,3991.41,1303.83,
2020/1/31,115648.59,335369.28,121440.53,230743.8,8872.63,6896.23,4120.73,1369.78,
2020/2/1,130515.97,530192.64,105065.06,297998.3,6273.39,5833.06,3736.61,1465.56,
2020/2/2,107485.51,311048.77,89991.38,165403.59,5917.01,4957.89,3868.17,1114.49,
2020/2/3,83969.5,202975.39,76445.21,134393.48,5250.97,3606.62,3104.25,1010.06,
2020/2/4,73267.15,281294.59,86111.84,123824.64,7137.75,4226.17,3626.4,1168.09,
2020/2/5,109014.29,506024.95,154491.46,207417.47,6691.1,4955.97,4215.89,1995.24,
2020/2/6,193200.15,569887.69,177512.69,222843.36,9709.29,6476.24,6134.8,2871.5,
2020/2/7,141134.64,656856.82,204643.42,216292.48,9934.08,9147.05,6744.85,3217.55,
2020/2/8,104921.81,796459.06,174211.29,214639.32,10539.97,8238.61,6312.02,2760.06,
2020/2/9,86531.69,827617.52,148378.13,194766.92,7750.92,7092.55,6376.78,2367.21,
2020/2/10,70681.98,716816.95,125587.02,201215.66,8624.26,6852.45,5590.91,2963.64,
2020/2/11,62777.28,402705.86,97115.66,169638.06,6943.81,5945.31,5558.98,2535.68,
2020/2/12,56258.62,302266.72,95228.69,140765,7128.61,5877.6,4221.37,2338.61,
2020/2/13,52659.51,228520.38,92183.83,142002.09,6183.35,4370.16,3493.89,1581.86,
2020/2/14,51230.98,244362.48,96467.03,137994.76,6186.13,3777.48,3158.61,1727.55,
2020/2/15,52589.55,218138.2,103056.09,112834.6,5430.94,5000.63,3205.67,1529.58,
2020/2/16,49946.59,214681.74,96274.84,90034.29,4502.41,3986.71,3072.78,1212.34,
2020/2/17,42707.86,182250.7,74943.85,82978.06,4042.76,3268.8,2474.36,1196.95,
2020/2/18,40340.15,166800.69,69247.8,75442.01,3810.81,2947.85,2240.64,1242.66,
2020/2/19,72350.52,290151.74,59202.92,122082.18,3169.95,2550.29,1705.35,956.11,
2020/2/20,127561.46,353064.71,100478.69,153026.01,4304.29,5408.67,2413.32,1283.15,
2020/2/21,101712.1,742702.93,190061.59,182538.17,10724.8,6903.73,4784.62,2611.67,
2020/2/22,73198.22,653516.89,147289.5,162207.35,8721.55,6061.76,4401.52,2462.03,
2020/2/23,55382.03,417778.43,128025.73,150156.78,8520.41,6066.38,4077.75,2626.69,
2020/2/24,54558.71,355480.91,96459.04,159423.77,6477.47,5113.13,3467.86,2237.45,
2020/2/25,545132.91,314992.35,176404.11,256033.97,7345.82,5752.32,4452.48,2377.91,
2020/2/26,422880.3,724398.69,282247.94,179121.62,7734.07,8586.56,6141.87,2142.59,
2020/2/27,240910.6,772600.43,284004.66,193544.05,9455.65,9079.87,6116.33,2393.69,
2020/2/28,136675.86,537976.31,203274.22,189451.55,10685.45,9924.48,7145.36,2703.94,
2020/2/29,120283.62,737818.16,203109.79,223901.05,13091.61,9908.72,7454.63,2944.74,
2020/3/1,161864.4,1096674.46,152249.04,224955.04,11479.42,7950.29,6501.5,2301.11,
2020/3/2,152476.01,667237.11,129743.55,173306.03,10330.22,6561.16,5568.96,2201.32,
2020/3/3,189669.26,406098.13,94528.61,127609.08,8389.26,5478.45,3955.64,2066.85,
2020/3/4,189353.06,386425.59,91799.72,108900.2,8356.5,4402.14,3572.42,1364.66,
2020/3/5,163086.46,447205.88,107817.9,129988.39,7582.34,4648.22,3888.39,1525.18,
2020/3/6,148831.25,584986.6,143798.66,112236.85,10828.78,6611.17,4442.74,2388.54,
2020/3/7,102317.33,566835.98,118341.52,130052.25,8611.46,6412.92,4161.28,1691.53,
2020/3/8,90524.79,494653.71,90440.43,102281.62,7294.34,5171.65,3900.78,1586.81,
2020/3/9,67994.82,437603.71,81851.01,101645.48,5934.11,4699.74,3251.42,1334.79,
2020/3/10,70062.25,430346.23,88035.34,128719.99,6669.34,5305.87,3158.44,1643.79,
2020/3/11,53901.12,437462.19,110380.44,110117.56,7626.37,4918.41,3410.42,1644.23,
2020/3/12,34032.14,302839.08,105059.1,89222.58,5127.01,4339.18,2801.28,1430.4,
2020/3/13,49186.64,301210.22,92857.57,95829.24,5062.88,4471.44,2776.26,1452.9,
2020/3/14,47137.07,250681.49,84700.55,94846.24,5174.04,3640.71,2591.56,1371.05,
2020/3/15,37394.89,240945.81,73944.53,81602.31,4981.01,3567.32,2439.63,1127.37,
2020/3/16,44958.08,185586.32,58115.42,71948.03,3355.44,2886.46,1825.36,972.9,
2020/3/17,759351.04,142439.42,50835.03,49420.86,4552.14,2486.66,1848.2,884.19,
2020/3/18,712262.64,154876.26,45490.92,55524.22,2701.28,2013.91,1468.34,738.04,
2020/3/19,387633.79,159313.27,61645.2,60130.77,2900.75,2415.23,1643.79,729.4,
2020/3/20,287964.29,240759.68,70009.38,76623.92,3437.38,2576.65,1757.37,1274.98,
2020/3/21,188431.63,218754.95,61578.17,56395.59,3173.7,2430.9,1751.65,931.34,
2020/3/22,128275.42,174919.66,50333.16,50786.98,2981.96,2105.61,1591.93,834.03,
2020/3/23,93342.21,131226.84,42864.84,41717.67,2350.27,1910.13,1285.4,769.78,
2020/3/24,75252.66,251983.95,69718.27,66285.12,3035.96,2488.79,1733.52,1001.03,
2020/3/25,83269.04,367795.48,96666.14,73532.2,4617.32,3807.9,3108.67,918.5,
2020/3/26,59411.21,369456.27,101490.76,67121.8,6634.19,4766,2683.23,957.65,
2020/3/27,53889.14,343657.16,95270.79,74887.39,4862.05,5066.09,3053.28,1136.07,
2020/3/28,60873,332616.92,85919.49,76717.74,5266.83,4538.35,3492.85,1181.89,
2020/3/29,53833.1,246997.02,80578.64,70641.75,4053.78,3808.63,3084.85,990.95,
2020/3/30,66873.38,168232.35,69906.43,52295.68,4789.66,3239.98,2756.69,1100.81,
2020/3/31,58194.65,198213.58,42732.94,55190.73,3355.37,2325.24,1566.22,976.82,
2020/4/1,137106.38,370660,51453.76,81000.96,3492.47,2592.57,1874.19,1119.57,
2020/4/2,132257.76,218165.2,47227.43,56416.65,3522.71,3020.64,1989.28,933.67,
2020/4/3,120659.3,338020.37,75995.12,62738.42,5312.67,3701.08,2656.22,993.78,
2020/4/4,60784.06,310845.3,61835.77,59092.43,5266.56,4177.03,2511.65,1120.84,
2020/4/5,64443.71,262741.47,51498.8,48088.86,3909.76,3224.46,2012.69,864.1,
2020/4/6,44787.38,207713.43,46068.41,39328.38,3467.98,2897.85,1840.92,883.92,
2020/4/7,37608.83,251964.05,51825.75,41934.16,3309.51,3026.41,1855.69,867.28,
2020/4/8,38263.25,168759.76,59432.94,40226.21,3481.22,3156.8,1760.87,953.79,
2020/4/9,24545.2,127417.47,45893.35,35241.38,2721.06,2197.7,1266.67,763.19,
2020/4/10,34844.03,134413.2,45863.96,45362,3097.13,2147.42,1369.11,831.71,
2020/4/11,33856.73,123979.7,37718.29,43931.83,2264.81,1630.17,1438.06,815.98,
2020/4/12,25893.38,110778.87,36000.4,41053.84,2536.01,1554.02,1394.8,677.81,
2020/4/13,23585.66,87956.41,31337.47,30341.07,2183.85,1221.91,1279.27,515.49,
2020/4/14,34769.06,133375.96,61974.34,40296.01,2095.85,1471.72,1315.45,587.04,
2020/4/15,38880.06,403007.32,119308.74,56553.91,3238.79,2769.36,2159.86,1022.23,
2020/4/16,58773.22,467972.66,144243.8,53450.26,5085.66,4241.07,3963.82,1695.87,
2020/4/17,41913.62,421932.19,132180.15,78402.34,5988.7,5685.6,3896.17,1651.79,
2020/4/18,42381.88,355272.2,107650.47,77554.76,5084.59,5677.51,3586.42,1426.86,
2020/4/19,32868.4,316171.83,92486.6,69000.62,4935.56,4483.42,3460.47,1338.95,
2020/4/20,27469.34,257378.42,82244.03,78973.37,6167.49,4828.46,3109.64,1358.81,
2020/4/21,521561.33,149193.48,64300.21,38732.65,4331.37,3473.01,2479.52,1181.52,
2020/4/22,363360.4,111049.72,52689.69,28416.23,2857.44,2824.59,1681.32,945.99,
2020/4/23,208979.83,92333.78,40568.86,21957.43,2444.38,2048.9,1128.08,604.49,
2020/4/24,111554.3,105303.58,38736.08,24934.64,2040.69,1893.21,1211.37,860.71,
2020/4/25,158293.73,99438.45,34330.21,26254.96,2225.05,1558.33,1097.78,811.88,
2020/4/26,159169.25,82987.82,31518.34,22428.05,1915.15,1481.99,1063.85,570.57,
2020/4/27,101776.26,68896.4,29287.32,16205.32,1736.36,1333.07,870.2,559.57,
2020/4/28,106374.93,215527.88,84890.31,62482.33,3037.74,2048.25,1781.9,1319.06,
2020/4/29,89921.8,621070.31,155269.09,116172.24,10776.14,5738.8,4895.79,1600.04,
2020/4/30,100722.59,839810.18,150920.92,143855.59,8152.15,5973.47,3808.05,1664.53,
2020/5/1,2820614.05,1121231.2,182845.05,188753.75,10194.56,8193.16,5349.89,2864.34,
2020/5/2,2037999.77,584009.39,127853.6,118996.68,12815.72,7214.96,5329.08,2079.78,
2020/5/3,1592640.81,473422.46,109663.59,93675.43,8956.62,7292.39,5218.26,1725.09,
2020/5/4,924834.17,408919.8,98141.13,96640.04,9016.78,6616.63,4390.15,1910.33,
2020/5/5,684712.21,215660.34,83734.48,73408.77,6607.61,4726.08,4465.86,1453.76,
2020/5/6,444576.25,159357.39,72532.65,38712.09,5076.7,3095.21,3776.14,986.81,
2020/5/7,280919.89,122815.5,49239.97,33896.76,3197.41,2584.2,2120.39,709.6,
2020/5/8,243059.4,127338.37,48004.72,40373.83,2906.75,2131.44,2078.54,799.6,
2020/5/9,218500.74,138581.64,45569.79,39504.49,3604.34,2054.25,2088.24,634.09,
2020/5/10,227961.54,132347.02,45575.84,39753.75,3336.77,1895.9,1941.73,656.26,
2020/5/11,216369.65,132652.65,38698.23,32482.5,3136.94,1788.92,1505.13,700.86,
2020/5/12,239936.44,119838.28,43758.23,29004.42,2949.05,2085.21,1607.73,687.9,
2020/5/13,340155.66,264697.8,55700.75,39476.49,2593.39,2247.35,1465.32,718.81,
2020/5/14,397860.52,179602.54,74203.99,31960.62,3526.94,2583.15,1525.3,1147.34,
2020/5/15,422416.27,246092.44,71572.37,35107.87,3646.35,2691.19,1820.68,1301.58,
2020/5/16,256312.63,250730.11,59856.43,36604.79,3228.2,2089.43,1569.78,1076.07,
2020/5/17,174951.75,173884.12,49383.35,29450.42,2850.62,1715.25,1369.65,987.2,
2020/5/18,109551.36,133353.25,42882.9,27089.03,2235.7,1553.44,1242.36,846.36,
2020/5/19,100079.94,117024.03,44551.35,28014.36,2247.28,1848.6,1136.12,668.52,
2020/5/20,63194.39,106414.47,46037.38,25252.32,2420.39,2364.18,1094.36,832.2,
2020/5/21,56349.23,111253.6,43552.18,22962.71,2416.79,2041.62,1209.31,773.83,
2020/5/22,66282.11,125026.57,47446.93,22637.85,2553.72,2519.91,1177.33,878.14,
2020/5/23,62830.67,130644.87,43251.69,22581.39,2369.44,1861.47,1226,752.56,
2020/5/24,66465.88,111289.59,37099.55,20351.74,2108.38,1814.58,1081.57,654.99,
2020/5/25,76943.41,125829.6,35654.94,20990.19,2266.25,1669.82,999.3,634.35,
2020/5/26,68428.76,237952.64,69961.24,38686.05,5851.05,3506.67,2839.56,914.25,
2020/5/27,77007.62,394503.35,129477.69,55416.49,6754.83,4210.53,3872.53,1088.22,
2020/5/28,115609.58,526254.65,149677.94,65740.99,9951.2,6668.4,4392.49,1389.99,
2020/5/29,81243.71,533967.89,132476.97,66116.49,9413.58,8291.81,4358.52,1497.3,
2020/5/30,63006.46,403453.01,117616.13,60701.17,11250.6,7190.25,4619.03,1324.69,
2020/5/31,61317.5,571371.63,102772.77,93157.3,8083.87,6349.87,4826.34,1634.11,
2020/6/1,74415.98,778865.31,98840.5,102456.13,8748.86,6370.43,5043.99,2218.53,
2020/6/2,229392.12,298441.5,79425.98,54976.58,7961.27,6058.45,4325.83,1631.99,
2020/6/3,167308.36,190757.4,65162.59,36923.54,6814.1,4202.49,3418.83,1202.23,
2020/6/4,119565.26,167289.28,50981.5,30591.34,4470.06,3012.19,2049.49,1024.27,
2020/6/5,77715.04,140628.55,51095.82,34637.74,4501.3,2979.15,2265.25,1006.53,
2020/6/6,70523.42,164324.23,49339.35,33348.06,3864.95,2817.42,2091.32,933.79,
2020/6/7,62546.69,139982.78,40423.97,26818.17,3471.84,2399.38,1594.86,715.19,
2020/6/8,55852.39,117606.41,36352.46,23724.82,2979.04,1816.41,1429.65,622.91,
2020/6/9,40531.18,111018.75,34423.9,23356.31,2474.94,1778.15,1152.1,647.46,
2020/6/10,51549.27,121189.52,32885.81,32520.9,2314.12,1831.55,1147.36,610.81,
2020/6/11,66056.14,205179.2,62795.41,44591.68,3791.61,3290.71,1926.96,908.6,
2020/6/12,68866.23,589111.98,127446.52,70455.09,6271.46,4947.42,2943.17,1230.44,
2020/6/13,65171.87,530885.91,100889.43,63920.04,8122.4,5294.03,3615.5,1349.37,
2020/6/14,51350.37,430704.29,93759.71,58549.07,5919.98,4564.36,3331.62,1239.31,
2020/6/15,45447.29,359916.76,70794.61,58929.96,6201.06,4384.53,3064.88,1230.7,
2020/6/16,44558.05,360687.48,75098.37,56942.41,6025.76,4851.88,3057.29,1258.2,
2020/6/17,36901.92,274537.85,75597.7,49356.38,4824.15,4639.63,2916.45,1301.41,
2020/6/18,749038.69,171740.7,49444.34,31101.72,5082.38,3723.16,2405.03,1167.72,
2020/6/19,749286.91,169337.95,43507.35,26427.42,2516.88,2292.51,1686.04,864.73,
2020/6/20,356118.21,168882.95,39588.98,25697.09,2923.81,2219.78,1305.28,778.44,
2020/6/21,222779.58,159613.86,35133.12,19837.88,2040.52,1660.12,987.99,692.73,
2020/6/22,115111.93,133711.15,35437.79,18211.12,1938.58,1387.27,899.64,658.19,
2020/6/23,87906.79,114699.93,35444,21763.54,1967.3,1411.92,1013.48,581.89,
2020/6/24,93432.31,120068.97,36206.78,24480.03,1704.36,1484.54,1052.39,583.99,
2020/6/25,123884.55,146716.94,44597.62,22484.64,2222.87,1721.82,1076.24,609.16,
2020/6/26,85331.07,192658.24,44162.55,21997.09,2857.52,2623.8,1471.39,643.97,
2020/6/27,60482.83,142222.35,42247.14,21359.21,3076.31,2243.33,1427.51,550.52,
2020/6/28,56952.03,118309.67,42764.28,20562.44,2324.44,2207.72,1256.93,495.46,
2020/6/29,52911.86,284384.79,84497.06,54564.59,7608.83,5848.17,3559.1,677.85,
2020/6/30,70111.2,976566.66,159434.44,120505.46,10071.71,9150.04,4879.2,1589.66,
2020/7/1,117471.06,1352483.74,171297.74,149615.32,11419.61,9300.57,5514.78,2184.42,
2020/7/2,77321.08,505797.59,147650.34,99405.84,9945.65,8214.86,5649.15,1976.12,
2020/7/3,57655.1,375019.2,128316.7,99006.41,14171.68,8074.77,4795.72,1851.16,
2020/7/4,60901.87,338430.4,111918.84,91407.39,11845.6,7227.93,4567.15,2499.25,
2020/7/5,46873.16,274866.59,88887.56,83373.96,8835.5,6374.69,4439.01,2035.85,
2020/7/6,41605.9,142144.9,58880.85,28141.03,5135.64,3847.25,2900.39,1295.06,
2020/7/7,38992.77,104616.23,42428.97,28297.57,3184.68,2851.39,1614.59,962.1,
2020/7/8,47515.48,93023.04,38441.51,22428.2,2700.46,2439.57,1259.22,813.62,
2020/7/9,636580.83,114111,48336.09,26861.32,2808.3,2833.08,1294.44,992.64,
2020/7/10,509317.25,169943.93,50959.58,35339.7,2786.92,3329.97,1387.52,1071.62,
2020/7/11,287199.56,163834.45,43808.51,32145.47,2579.55,2690.28,1519.81,986.93,
2020/7/12,160427.91,137571.31,42781.93,29781.26,2872.47,2753.77,1336.14,732.75,
2020/7/13,91936.41,114647.27,40977,25102.75,2417.49,2541.17,1025.4,751.93,
2020/7/14,73049.37,97877.2,34758.09,30868.03,2176.94,2616.65,1040.6,710.08,
2020/7/15,67478.65,470621.51,116623.41,55370.32,6253.19,5639.1,2397.82,1503.41,
